Datetime,Temp_avg,Temp_diff,S5_CO2,CO2_Slope,Room_Occupancy_Count,State
2017-12-22 10:50:12,26.338180173205238,0.0150000000000005,1205.7401932072971,0.0,1,0
2017-12-22 10:50:42,26.32182147168575,0.0,1227.3649616721352,0.0,1,0
2017-12-22 10:51:13,25.79860464282955,0.0150000000000005,1247.0691618393514,0.0,1,0
2017-12-22 10:51:44,26.408909061420548,0.0,1228.404864303156,0.0,1,0
2017-12-22 10:52:14,26.0514649357173,0.0150000000000005,1275.2717941948222,0.0,1,0
2017-12-22 10:52:45,26.182577247327107,-0.0150000000000005,1220.637173240602,0.0,1,0
2017-12-22 10:53:15,25.593530002923295,0.0150000000000005,1265.7964140652284,0.0,1,0
2017-12-22 10:53:46,25.85397204446753,0.0150000000000005,1234.9137892676133,0.0,1,0
2017-12-22 10:54:17,25.879780478521322,0.0,1194.526082106433,0.0,1,0
2017-12-22 10:54:47,26.355272882410876,-3.552713678800501e-15,1261.690120051091,0.0,1,0
2017-12-22 10:55:18,25.64494258828891,0.0150000000000005,1194.938734328038,0.0,1,0
2017-12-22 10:55:49,26.33621705614825,0.0350000000000001,1217.7585577177313,0.0,1,0
2017-12-22 10:56:19,26.383100842351823,-0.0024999999999977,1198.3141618596042,0.0,1,0
2017-12-22 10:56:50,25.77599390060127,0.0174999999999982,1225.571744495806,0.0,1,0
2017-12-22 10:57:21,26.172362038420196,0.0,1195.7857065741764,0.0,1,0
2017-12-22 10:57:51,26.221335457668708,0.0,1273.8312907305708,5.0,1,0
2017-12-22 10:58:22,26.333756871804475,-0.0174999999999982,1244.8978635510014,0.0,1,0
2017-12-22 10:58:52,26.265478275546887,0.0,1255.3892674588656,0.0,1,0
2017-12-22 10:59:23,26.304892047886245,0.0024999999999977,1228.7909448118464,0.0,1,0
2017-12-22 10:59:54,26.39842605388928,0.0175000000000018,1238.6010931592223,-5.0,1,0
2017-12-22 11:00:24,25.877845788682475,-0.0025000000000012,1269.0651862976447,5.0,1,0
2017-12-22 11:00:55,26.3849346615728,0.0175000000000018,1224.6248382271442,0.0,1,0
2017-12-22 11:01:26,25.89335216069485,0.0,1240.2479473956691,5.0,1,0
2017-12-22 11:01:56,26.925761181355544,-0.0150000000000005,1267.9609264998735,0.0,1,0
2017-12-22 11:02:27,26.31912673861241,0.0150000000000005,1256.918532924225,0.0,1,0
2017-12-22 11:02:58,26.472611495578537,0.0,1284.324846585426,5.0,1,0
2017-12-22 11:03:28,26.597948826909505,0.0150000000000005,1266.8298063932878,5.0,1,0
2017-12-22 11:03:59,26.079653478649785,0.0,1278.967903550504,0.0,1,0
2017-12-22 11:04:29,26.605676490055362,0.0,1265.8245929776094,-5.0,1,0
2017-12-22 11:05:00,26.537785829364108,0.0150000000000005,1252.3392338499466,0.0,1,0
2017-12-22 11:05:31,26.191616069171175,0.0,1230.6108236136374,-5.0,1,0
2017-12-22 11:06:01,26.003138353061033,0.0,1233.3251912542692,10.0,1,0
2017-12-22 11:06:32,26.741062782888054,0.0,1254.948132351487,0.0,1,0
2017-12-22 11:07:03,26.392456770766337,0.0324999999999988,1234.8534142679478,-5.0,1,0
2017-12-22 11:07:33,26.03865028215331,-0.0150000000000005,1237.423435741342,5.0,1,0
2017-12-22 11:08:04,26.56539704601681,0.0,1248.90273679619,0.0,1,0
2017-12-22 11:08:35,26.79609872160561,-0.0024999999999977,1251.47989360244,5.0,1,0
2017-12-22 11:09:05,26.627957531390706,-0.0150000000000005,1246.7789232229447,5.0,1,0
2017-12-22 11:09:36,26.4864791607262,0.0150000000000005,1305.4359150355983,5.0,1,0
2017-12-22 11:10:06,26.60702196310038,0.014999999999997,1269.5991603269813,0.0,1,0
2017-12-22 11:10:37,26.30936464155861,0.0025000000000012,1249.4151697440611,-5.0,1,0
2017-12-22 11:11:08,26.387664312928276,0.014999999999997,1267.1531598777276,0.0,1,0
2017-12-22 11:11:38,26.177036784345137,-0.014999999999997,1245.5672635876797,0.0,1,0
2017-12-22 11:12:09,26.707576906901203,-0.0150000000000005,1326.9811687870558,0.0,1,0
2017-12-22 11:12:40,26.318828715393543,0.0299999999999975,1280.2698063810014,5.0,1,0
2017-12-22 11:13:10,25.975828506601033,0.0,1268.8356994224564,5.0,1,0
2017-12-22 11:13:41,26.772147677166938,0.0150000000000005,1244.368881170984,0.0,1,0
2017-12-22 11:14:12,26.230331830969586,0.0,1279.1298047890205,5.0,1,0
2017-12-22 11:14:42,26.21956713344891,-0.0174999999999982,1290.9193976377503,-10.0,1,0
2017-12-22 11:15:13,26.40983606303086,0.0324999999999988,1268.5145600103008,0.0,1,0
2017-12-22 11:15:43,26.346551656031096,-0.0150000000000005,1275.0925267170587,-5.0,1,0
2017-12-22 11:16:14,26.30370225750936,0.0,1290.1561451056116,0.0,1,0
2017-12-22 11:16:45,26.452945723242195,0.0,1272.5847667645487,0.0,1,0
2017-12-22 11:17:15,26.64594344546854,0.0150000000000005,1286.8898179089801,10.0,1,0
2017-12-22 11:17:46,26.53864967155372,0.0,1271.5962485864857,5.0,1,0
2017-12-22 11:18:17,26.538859910876063,0.0,1264.676792586475,-5.0,1,0
