Datetime,Temp_avg,Temp_diff,S5_CO2,CO2_Slope,Room_Occupancy_Count,State
2017-12-22 10:50:12,24.9225,0.015000000000000568,390,0.0,1,0
2017-12-22 10:50:42,24.9225,0.0,390,0.0,1,0
2017-12-22 10:51:13,24.9375,0.015000000000000568,390,0.0,1,0
2017-12-22 10:51:44,24.9375,0.0,390,0.0,1,0
2017-12-22 10:52:14,24.9525,0.015000000000000568,390,0.0,1,0
2017-12-22 10:52:45,24.9375,-0.015000000000000568,390,0.0,1,0
2017-12-22 10:53:15,24.9525,0.015000000000000568,390,0.0,1,0
2017-12-22 10:53:46,24.9675,0.015000000000000568,390,0.0,1,0
2017-12-22 10:54:17,24.9675,0.0,390,0.0,1,0
2017-12-22 10:54:47,24.967499999999998,-3.552713678800501e-15,390,0.0,1,0
2017-12-22 10:55:18,24.982499999999998,0.015000000000000568,390,0.0,1,0
2017-12-22 10:55:49,25.0175,0.03500000000000014,390,0.0,1,0
2017-12-22 10:56:19,25.015,-0.0024999999999977263,390,0.0,1,0
2017-12-22 10:56:50,25.0325,0.017499999999998295,390,0.0,1,0
2017-12-22 10:57:21,25.0325,0.0,390,0.0,1,0
2017-12-22 10:57:51,25.0325,0.0,395,5.0,1,0
2017-12-22 10:58:22,25.015,-0.017499999999998295,395,0.0,1,0
2017-12-22 10:58:52,25.015,0.0,395,0.0,1,0
2017-12-22 10:59:23,25.0175,0.0024999999999977263,395,0.0,1,0
2017-12-22 10:59:54,25.035,0.017500000000001847,390,-5.0,1,0
2017-12-22 11:00:24,25.0325,-0.002500000000001279,395,5.0,1,0
2017-12-22 11:00:55,25.05,0.017500000000001847,395,0.0,1,0
2017-12-22 11:01:26,25.05,0.0,400,5.0,1,0
2017-12-22 11:01:56,25.035,-0.015000000000000568,400,0.0,1,0
2017-12-22 11:02:27,25.05,0.015000000000000568,400,0.0,1,0
2017-12-22 11:02:58,25.05,0.0,405,5.0,1,0
2017-12-22 11:03:28,25.065,0.015000000000000568,410,5.0,1,0
2017-12-22 11:03:59,25.065,0.0,410,0.0,1,0
2017-12-22 11:04:29,25.065,0.0,405,-5.0,1,0
2017-12-22 11:05:00,25.080000000000002,0.015000000000000568,405,0.0,1,0
2017-12-22 11:05:31,25.080000000000002,0.0,400,-5.0,1,0
2017-12-22 11:06:01,25.080000000000002,0.0,410,10.0,1,0
2017-12-22 11:06:32,25.080000000000002,0.0,410,0.0,1,0
2017-12-22 11:07:03,25.1125,0.03249999999999886,405,-5.0,1,0
2017-12-22 11:07:33,25.0975,-0.015000000000000568,410,5.0,1,0
2017-12-22 11:08:04,25.0975,0.0,410,0.0,1,0
2017-12-22 11:08:35,25.095000000000002,-0.0024999999999977263,415,5.0,1,0
2017-12-22 11:09:05,25.080000000000002,-0.015000000000000568,420,5.0,1,0
2017-12-22 11:09:36,25.095000000000002,0.015000000000000568,425,5.0,1,0
2017-12-22 11:10:06,25.11,0.014999999999997016,425,0.0,1,0
2017-12-22 11:10:37,25.1125,0.002500000000001279,420,-5.0,1,0
2017-12-22 11:11:08,25.127499999999998,0.014999999999997016,420,0.0,1,0
2017-12-22 11:11:38,25.1125,-0.014999999999997016,420,0.0,1,0
2017-12-22 11:12:09,25.0975,-0.015000000000000568,420,0.0,1,0
2017-12-22 11:12:40,25.127499999999998,0.029999999999997584,425,5.0,1,0
2017-12-22 11:13:10,25.127499999999998,0.0,430,5.0,1,0
2017-12-22 11:13:41,25.1425,0.015000000000000568,430,0.0,1,0
2017-12-22 11:14:12,25.1425,0.0,435,5.0,1,0
2017-12-22 11:14:42,25.125,-0.017499999999998295,425,-10.0,1,0
2017-12-22 11:15:13,25.1575,0.03249999999999886,425,0.0,1,0
2017-12-22 11:15:43,25.1425,-0.015000000000000568,420,-5.0,1,0
2017-12-22 11:16:14,25.1425,0.0,420,0.0,1,0
